,album_name,album_uri,artist_name,artist_uri,duration_ms,pos,track_name,track_uri
117,Recess Remixes (feat. Fatman Scoop and Michael Angelakos),spotify:album:0BrBRhZp5DDgIThTc1vl8n,Skrillex,spotify:artist:5he5w2lnU9x7JFhnwcekXX,295673,117,Recess (feat. Fatman Scoop and Michael Angelakos) - Milo And Otis Remix,spotify:track:5QL61roAp5tYKdsW1a9ESY
118,Random White Dude Be Everywhere,spotify:album:63CHkpwH8ZlXmw1Hudn5IL,Diplo,spotify:artist:5fMUXHkw8R8eOP2RNVYEZX,174398,118,Boy Oh Boy,spotify:track:6ngavex4sZrVTif1wwRof0
119,Oxymoron,spotify:album:7Et3bSTLLqdABO1qCxUplS,ScHoolboy Q,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,216013,119,Man Of The Year,spotify:track:5SsR3wtCOafDmZgvIdRhSm
120,Inversions,spotify:album:7dBKp63ECjAFL7q4FmEvWR,The Colourist,spotify:artist:0hK26QoGcuKV3lH0x9MvUU,307266,120,We Won't Go Home - Jane Doze Remix,spotify:track:5vvmLhXNVUJBl3a1AVZzhz
121,High You Are,spotify:album:5FAFTIaf9DBYcmDkYB3F3g,What So Not,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,213340,121,High You Are,spotify:track:6zpCJDhdpHPZCcFCJZDqX5
122,Papi Gordo,spotify:album:6AFct76pAIPVHMuOHA80YE,Carnage,spotify:artist:7CCjtD0hCK005Bvg2WG1a7,264000,122,Bricks,spotify:track:76OSY26fhv9aJ0WZTezF34
123,Year of the Caprese,spotify:album:36ypuZEeHzKt3jm4gh6J4Q,Cherub,spotify:artist:00dwwnz3V4kRfu3UFYpJLz,323240,123,Doses & Mimosas,spotify:track:152ANCuCtaK7mkhyFubrRG
124,Heads Will Roll,spotify:album:5OFRoLhewHfoJq06oPjqAk,Yeah Yeah Yeahs,spotify:artist:3TNt4aUIxgfy9aoaft5Jj2,383893,124,Heads Will Roll - A-Trak Remix,spotify:track:64zjna5dIuO7s9FCDXQMmI
125,Tuna Melt,spotify:album:0Ge1vCE2HfRCpFLnxRa6K8,A-Trak,spotify:artist:3TaUSUXn41GixL7zbvrIDt,345000,125,Tuna Melt,spotify:track:7dJGEYoYcwqz17ibJODNtF
126,Clash,spotify:album:5jQV4Np7uY3U3NLUvEASmP,Alesso,spotify:artist:4AVFqumd2ogHFlRbKIjp1t,371428,126,Clash,spotify:track:3YFAjMbTAyOvrnzmsGK8Zq
127,Trap Lord,spotify:album:3smlfAmejcKMmAPg1G2Kki,A$AP Ferg,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,283693,127,Work REMIX,spotify:track:7xVLFuuYdAvcTfcP3IG3dS
128,Sticky Fingers,spotify:album:29m6DinzdaD0OPqWKGyMdz,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,436000,128,Can't You Hear Me Knocking - Remastered,spotify:track:1hIQPCM3oWXrpnXmgTDaKG
129,Outlandos D'Amour,spotify:album:3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,spotify:artist:5NGO30tJxFlKixkPSgXcFE,288250,129,So Lonely - Remastered 2003,spotify:track:3awlW6flEG4juGnGCduWw9
130,Outlandos D'Amour,spotify:album:3D9JqZG5Q1ptOJr8ZQ0j7I,The Police,spotify:artist:5NGO30tJxFlKixkPSgXcFE,191500,130,Roxanne - Remastered 2003,spotify:track:3FmAUR4SPWa3P1KyDf21Fu
131,Viva! Hysteria (Original Soundtrack),spotify:album:0IXPDVnECWSt6NFLDlgpoC,Def Leppard,spotify:artist:6H1RjVyNruCmrBEWRbD0VZ,272173,131,Pour Some Sugar on Me,spotify:track:0pKGbgGzZ4yLydQvcgI8HN
132,Holy Ghost!,spotify:album:2RocWbAAyqpADqx9ZFth9B,Holy Ghost!,spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,253826,132,Do It Again,spotify:track:45qtX9r54qnENrT3Y8wkgF
133,White Lies,spotify:album:3FQvUfzKpXzTjdUHGfcFHA,Max Frost,spotify:artist:7r8xR0LmnaAM623MmRDn1V,177834,133,White Lies,spotify:track:6dg4jncA9hbthBGFVo2djw
134,Very Best Of Hot Chocolate,spotify:album:6eFOJon5Cf1lCS9rwci1MZ,Hot Chocolate,spotify:artist:72VzFto8DYvKHocaHYNWSi,244480,134,Every 1's A Winner,spotify:track:6qNa9AhOat3HHYWF0L7J7F
135,Hoohah,spotify:album:21LHo0PHsRrK5R2UJNl66T,Fox Stevenson,spotify:artist:2BQWHuvxG4kMYnfghdaCIy,190513,135,Hoohah,spotify:track:6snnRz6kK978tSyUdejEyg
136,SB2,spotify:album:4NyU7oAsBsOvTAH2vnYPem,Gramatik,spotify:artist:179BpmLkQCRIoU68Co80f5,184414,136,I'm Doin' My Thang,spotify:track:24x79cBVAJFukcUYl4oKwC
137,Ain't Nobody (Loves Me Better),spotify:album:3beitV4REkUMQn4BXZlD8F,Felix Jaehn,spotify:artist:4bL2B6hmLlMWnUEZnorEtG,186146,137,Ain't Nobody (Loves Me Better),spotify:track:5afHIkEcVhCF1Z1CTqMUXB
138,"Beatz & Pieces, Vol. 1",spotify:album:2jufxlYnmvY235bVECkCCq,Gramatik,spotify:artist:179BpmLkQCRIoU68Co80f5,244966,138,While I Was Playin' Fair,spotify:track:3j0oWeUZjTA0HDUS5j64Vm
139,Destruction By Definition,spotify:album:6XN3a05K0LVycfy137CSvL,The Suicide Machines,spotify:artist:31v7ijnAMVL9V7Uzr1sFcI,123000,139,New Girl,spotify:track:7bFNtX22XJMy5TuEpQfa3C
140,InnerSpeaker,spotify:album:3WH3SNnrxH68c9RBJOMdh8,Tame Impala,spotify:artist:5INjqkS1o8h1imAzPqGZBb,266160,140,Half Full Glass Of Wine,spotify:track:5oDvT6FgNqIeFFffxZVnpL
141,Runaway (U & I),spotify:album:2dpeESv6HYQndZyJfWi5Sa,Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu,315338,141,Runaway (U & I) - Kaskade Remix,spotify:track:5EYmoAWIbrnrSMMkfHpJ2t
142,Pharmacy,spotify:album:4QcXq4vTVN7dFb7bZa9jG2,Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu,203133,142,Peanut Butter Jelly,spotify:track:3aIhJDHxr1kgTSnutJxPTH
143,Tetra,spotify:album:3bJg5G91aADhnnYNkMel3z,C2C,spotify:artist:28INUgyzTTRbvSphrJbgZ2,207186,143,Down The Road,spotify:track:1SayqEg8HKK2IeIEWjdYxY
144,Dada Life Presents - Welcome To Dada Land,spotify:album:15QNcNLTTEkYJ9biQe0d76,Dada Life,spotify:artist:00sAT5YX8W3xNd1EuqyHw9,162461,144,Feed The Dada - 2015 Remix,spotify:track:3FCRydJcqZtp5bshp2MzPR
145,Shine,spotify:album:6tUKtq2hrHaWVs5Qokzc1P,Benjamin Francis Leftwich,spotify:artist:7D5oTJSXSHf51auG0106CQ,280640,145,Shine - Kygo Remix,spotify:track:00YeYHw6zhoy1y7EPTgIkj
146,Epsilon,spotify:album:4NavAbvW8BjjV2DFqqaZVw,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,364817,146,Epsilon - Original Mix,spotify:track:1twLxJP3DWzN4NDOV01sQ5
147,Peace Is The Mission,spotify:album:2XBnxKeRZi76u2iyGcMych,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,176561,147,Lean On (feat. M? & DJ Snake),spotify:track:4WjH9Bzt3kx7z8kl0awxh4
148,Make You Mine,spotify:album:51bogjAGksIojZSIs2F2ma,Allertz,spotify:artist:68I0yRCEpICs1hLsnUSMgC,224200,148,Make You Mine (Radio Edit),spotify:track:50HKpCzvLPLrcotD6E71jr
149,Mirror Maru EP,spotify:album:491uNHKV3kcoNlHsR10YPb,Cashmere Cat,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG,221720,149,Kiss Kiss,spotify:track:6jIGWu2my6bpv4jvNVKXwW
150,9,spotify:album:0RNdhxXwjekPMteaz5Dd1K,Cashmere Cat,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG,216013,150,Adore,spotify:track:18V7Vm71WAsWL4I0DytbnK
151,Mirror Maru EP,spotify:album:491uNHKV3kcoNlHsR10YPb,Cashmere Cat,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG,242133,151,Mirror Maru,spotify:track:4LUu3bMpuxHjwPLj84rNSx
152,What Is Love 2016,spotify:album:4N1e8k2o2NN932Y8xgZV1p,Lost Frequencies,spotify:artist:7f5Zgnp2spUuuzKplmRkt7,209882,0,What Is Love 2016 - Mike Mago Remix,spotify:track:2vCtiBvJJZfz773yTfAxPP
153,Love Me Now (Remixes),spotify:album:2CFZOjwtV7B6XzULEwIdHN,John Legend,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,219106,1,Love Me Now - Dave Aud?? Remix Radio Edit,spotify:track:5WOLZP8KrXiupBjG1SSN5U
154,Thinkin of U,spotify:album:2i0oT2HtRN4o3P45zQjel7,July Child,spotify:artist:3Jghk94Gog2dhBAO7ZZaM8,194000,2,Thinkin of U,spotify:track:0oQDQ9QiqsO63EEBAro8Le
155,Kaleidoscope Remixed,spotify:album:2qY9UxNEbQR2O2ECc3Fd48,Ti?sto,spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,237066,3,I Will Be Here - (Wolfgang Gartner Remix),spotify:track:7MUS0La2IQ85vJ59fQqtoN
156,The Party (This Is How We Do It),spotify:album:3SBDe6WBbEXNtjraPxXLOh,Joe Stone,spotify:artist:4kwEd1P9j15ZqUVP5zK7Pv,185807,4,The Party (This Is How We Do It),spotify:track:3ciyZYofjiqmMUElM5qgGB
157,I'll Take You,spotify:album:0z1LN4lexpDugNnASRO7xy,MSTR ROGERS,spotify:artist:2CefeOM98Zx2FFrGXBgpms,196742,5,I'll Take You - Solidisco Remix,spotify:track:6dGTrWCh8Wn8KmoMMBHLSi
158,Show Me Love (Remixes),spotify:album:5Okr8dRblIjTGTl5h5o3e4,Mobin Master,spotify:artist:2TzJ8bPytoVvCvtXilaxYi,205713,6,Show Me Love (Radio Edit),spotify:track:2rt8lSRbhowJCzwhFjXxky
159,Strike It Up,spotify:album:7qWhHzDYb4hKflpbYNqKVK,FTampa,spotify:artist:6P6fVBXZjnqdgq2z2b8WlO,168750,7,Strike It Up,spotify:track:2zW3uNAy0r6ijiAAip5GOz
160,Hold Me Up,spotify:album:7h71HyYkJkk74iRrTYrFZ7,Conrad Sewell,spotify:artist:1rw8ZTLnDHd74TWDDukjVi,327029,8,Hold Me Up - AM2PM Remix,spotify:track:3XMHfZyla13iOZxsVPO9nu
161,Should??ve Been Us,spotify:album:43LpmfQWMMtjKg98Hzid0U,Tori Kelly,spotify:artist:1vSN1fsvrzpbttOYGsliDr,266725,9,Should??ve Been Us - DubVision Remix,spotify:track:0uiXr4onCKTTP7RAcBOhYx
162,Ain't No Mountain High Enough,spotify:album:1hpDqVSiE3c4y4cLR04YOi,Freischwimmer,spotify:artist:185m2EJWTIm36MdqguiU8T,168696,10,Ain't No Mountain High Enough - Radio Edit,spotify:track:4GNl7n5dcR7eEyt7QO2rAH
163,"Clubtraxxx, Vol. 16",spotify:album:5x1Pt1IHHhWzQX4cSMoSeN,DJ Mich,spotify:artist:0k7M3PdgKccodIcA2Ya1aB,265079,11,Never Forget You (Future House Remix),spotify:track:20aGiCMoN89NFAEueKAi9d
164,Closer (Remixes),spotify:album:4uybSOe9s5FAYVvUyzXOiR,The Chainsmokers,spotify:artist:69GGBxA162lTqCwzJG5jLp,243533,12,Closer - Wuki Remix,spotify:track:7p8VY1f8qampn3peYTIM5x
165,Down for U,spotify:album:2jR5qsmzdU03LeSP14Ninc,Lika Morgan,spotify:artist:61StZOWgYff2AxDUejw4UI,181967,13,Down for U - Radio Mix,spotify:track:2hNZjE4ftyzhLkHRJfCu2A
166,The Valley,spotify:album:73AQHzR5yXHtA71tfeX6H2,Betty Who,spotify:artist:0t3QQl52F463sxGXb1ckhB,223160,14,I Love You Always Forever,spotify:track:2i3ziETyx5OGbBRD7Ud92p
167,Morning Dew,spotify:album:5yeBTEsHI8aCGwYXgRhcWC,Nora En Pure,spotify:artist:24DO0PijjITGIEWsO8XaPs,191557,15,Better off That Way - Radio Mix,spotify:track:04tpozNTvYulQIdkL4bOrI
168,This Is What It??s Like,spotify:album:7IbXPN9iNFIBMutzPj6NaZ,Glades,spotify:artist:14rP13jdQNgQvuPA2AkBgm,184425,0,Drive // Stripped,spotify:track:7EpsAOwJU61tXSaT2xCk7z
169,Red Like Mine - EP,spotify:album:2Klgj2YgLbr8Qi2Ci8dp8W,Moushumi,spotify:artist:3uvDygEZlU965SqyvaTltk,220599,1,Flies,spotify:track:7rsMIlr1jJyGnJ1jMDzLm9
170,The Black Hills,spotify:album:1JjFvqixJd8RbpP2H9w2aG,LAYNE,spotify:artist:1fipysDjXSW7GaohKbEgbV,250423,2,Twuh,spotify:track:4Bc7uRAcSbPkk70GjRZxiO
171,Pride,spotify:album:0zJ8THIG88IMwrEc29g9O5,TOTEM,spotify:artist:0Nmzni4mLSbgpRyDim6yYG,201994,3,Countdown,spotify:track:5DAZI66rZKk2MqVLlka6fY
172,xx,spotify:album:2nXJkqkS1tIKIyhBcFMmwz,The xx,spotify:artist:3iOvXCl6edW5Um0fXEBRXy,127920,4,Intro,spotify:track:0bXpmJyHHYPk6QBFj25bYF
173,The Earth Is Not A Cold Dead Place,spotify:album:2UvgHoF8RAxomkWHGVpiqF,Explosions In The Sky,spotify:artist:1uQWmt1OhuHGRKmZ2ZcL6p,497493,5,Your Hand In Mine,spotify:track:24JygzOLM0EmRQeGtFcIcG
174,"Those Who Tell the Truth Shall Die, Those Who Tell the Truth Shall Live Forever",spotify:album:0HxOFNk6NIHydHAer8y01M,Explosions In The Sky,spotify:artist:1uQWmt1OhuHGRKmZ2ZcL6p,364826,6,A Poor Man's Memory,spotify:track:6mkdHi4RAWqGpkB6pPLfPK
175,This Is What It??s Like,spotify:album:7IbXPN9iNFIBMutzPj6NaZ,Glades,spotify:artist:14rP13jdQNgQvuPA2AkBgm,196417,7,I Want You So Bad,spotify:track:54kI2FwbZn9YYa2VZ567Si
176,This Is What It??s Like,spotify:album:7IbXPN9iNFIBMutzPj6NaZ,Glades,spotify:artist:14rP13jdQNgQvuPA2AkBgm,208288,8,Summer Air,spotify:track:3k7Xk5pske0URUjTtkisxc
177,This Is What It??s Like,spotify:album:7IbXPN9iNFIBMutzPj6NaZ,Glades,spotify:artist:14rP13jdQNgQvuPA2AkBgm,215973,9,Her (Loving You),spotify:track:6TceAqRG7hJWBNhgv5zQl9
178,Illuminate,spotify:album:6FLZDJq4UuwqcaQlI4XCP1,Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,208733,10,Mercy,spotify:track:4TZy1wLyHec06pwgFYDh1a
179,Sail Out,spotify:album:73TNMu44lT0m1h1Nn6Bfiq,Jhene Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,256079,11,Bed Peace,spotify:track:5Ck3e6z1bcSCes5gdo0Ddt
180,Sail Out,spotify:album:73TNMu44lT0m1h1Nn6Bfiq,Jhene Aiko,spotify:artist:5ZS223C6JyBfXasXxrRqOk,254493,12,The Worst,spotify:track:2wBCrtJS3E3TimRZ5MElTI
181,??,spotify:album:3T4tUhGYeRNVUGevb0wThu,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,207520,13,Happier,spotify:track:2RttW7RAu5nOAfq6YFvApB
182,VII,spotify:album:09wBB2tZNMY9WhIhvx5OSx,Teyana Taylor,spotify:artist:4ULO7IGI3M2bo0Ap7B9h8a,202813,14,Dreams,spotify:track:0UzsyQUVuKKu1CLBfVPUe0
183,Time,spotify:album:0AoPcGhCHaz9K96DoJoKlu,Ella Mai,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,237244,15,A Thousand Times,spotify:track:3ZzKKSPEOIfaSqkZ0cwXtN
184,Get Closer,spotify:album:2o47hpQ6tXnNrtzcmmzUgx,XYL?,spotify:artist:6ioOEWNNGK40H8xrGj6XPW,264000,16,Get Closer - Joe Mason Remix,spotify:track:4IZdfTsTlQYvBtSFAcgjVu
185,T R A P S O U L,spotify:album:6eZdwrhB97A3EYx9QppGfl,Bryson Tiller,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,261880,17,Let Em' Know,spotify:track:5QDGKcQLqOJvoiu8eScEaM
186,Into You,spotify:album:3Q33VTKlvcTy5wPTqpwDlK,KOLAJ,spotify:artist:0hhL0iOf9ebHlwxWQyeH2w,225420,18,Into You,spotify:track:1ySJm5XCFatpIz0j8NFlra
187,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,223346,19,I Fall Apart,spotify:track:75ZvA4QfFiZvzhj2xkaWAh
188,Letting Go (Dutty Love) featuring Nicki Minaj,spotify:album:6b9hnQ1lP77DB40PbpHwWI,Sean Kingston,spotify:artist:6S0dmVVn4udvppDhZIWxCr,230600,20,Letting Go (Dutty Love) featuring Nicki Minaj,spotify:track:0wDbYIl4fN2mccHczCJqEf
189,Don't Leave,spotify:album:6buSUFSCXUIj3DOH3gUoRe,Snakehips,spotify:artist:2FwJwEswyIUAljqgjNSHgP,214693,21,Don't Leave,spotify:track:0Zx8khUcEfCFK2AEoIhC92
190,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,222453,22,Cherry Hill,spotify:track:6qcuRcbz8DCLG6nG4or8Uo
191,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,239466,23,I'm Here,spotify:track:2fJAWYNc9P53oowjkpkYbh
192,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,171013,24,The Stakeout,spotify:track:4DqCB4QBJv8ESudmYG5L1f
193,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,189426,25,Act Now,spotify:track:1CmDHKA6LLC6LIhw9brYKV
194,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,164200,26,Me You,spotify:track:4f1QbCjIAgQwnf7ms9NXWx
195,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,185400,27,Ride Slow,spotify:track:6HK4YGOpZr1ost68QP3ul0
196,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,188000,28,Don't Lie,spotify:track:4eu6JBKQQDruA38FBDX22d
197,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,183413,29,I Wanna Go Down With You,spotify:track:7aDX6FMpAW6WFEWiKJnXKe
198,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,175106,30,Family & Friends,spotify:track:12D58FK59SgrfG1r7MDi4r
199,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,165853,31,What They Want,spotify:track:3pndPhlQWjuSoXhcIIdBjv
200,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,172773,32,Got This,spotify:track:3p4WqtYWXEqO6iShUAZTAc
201,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,154826,33,No Turning Back,spotify:track:3ifyEy9pIoaY1DbJ7o3LX0
202,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,237506,34,Losin Control,spotify:track:4cxMGhkinTocPSVVKWIw0d
203,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,207546,35,Back To You,spotify:track:0Hm0TZFnKnmw9qENRPBCB9
204,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,230173,36,Emergency,spotify:track:0eiRA0zYMV1et8R0C52WM2
205,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,156560,37,Pull The Trigger,spotify:track:57evRskKe47TvzG96SLLTM
206,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,256253,38,MVP,spotify:track:6euh6chaRsi3Ywb1gA9LlO
207,The Afterlove,spotify:album:613axulVSXcND6yCjasyt7,James Blunt,spotify:artist:7KMqksf0UMdyA0UCf4R3ux,270787,39,Time Of Our Lives,spotify:track:2KcAwEm9VrpJFsJH6MKOCv
208,Nervous System,spotify:album:22aqlgX39cWQMWazg9qwuv,Julia Michaels,spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,176320,40,Issues,spotify:track:6D0b04NJIKfEMg040WioJQ
209,That Low and Lonesome Sound,spotify:album:0Bc6vNUNCliO2yIDtpGNL6,Garrett Kato,spotify:artist:4S3VOqqGguEZu3vbJMig4t,200433,41,Sweet Jane,spotify:track:4DMg5fvBfDLannugAGN2QG
210,blkjuptr,spotify:album:1CVy3sRq7hy75bwRPG4j4Q,Smino,spotify:artist:1ybINI1qPiFbwDXamRtwxD,169280,42,Oxygen,spotify:track:0hln14hHipz42wz1s45FiL
211,Eclectic Audio,spotify:album:4TeqZhBGaR685C0IZxOQKs,K.A.A.N.,spotify:artist:6WSTevYt4rGwm8QPKQr7dU,180000,43,Phoenix,spotify:track:2WiNuGZ8zSMYxBRI2QmEb1
212,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,156560,44,Pull The Trigger,spotify:track:57evRskKe47TvzG96SLLTM
213,La La Land,spotify:album:5xAVVcBsDok6sEclQcq0no,Justin Hurwitz,spotify:artist:2snm3HmsnDUDxbIChdl2Oj,96893,45,"Mia & Sebastian??s Theme - From La La Land"""" Soundtrack""",spotify:track:1R17cgUv6HeQFa78dzqb7sw
214,La La Land,spotify:album:5p0H50uFCdWTpLY640HoPc,Ryan Gosling,spotify:artist:6kXm2YCtdUOpRYNKeKhfue,111240,46,"City Of Stars - From ""La La Land"" Soundtrack/Pier",spotify:track:7jltqRIyxLXBDNZ1QlmnBp
215,Continuum,spotify:album:1Xsprdt1q9rOzTic7b9zYM,John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,245826,47,Gravity,spotify:track:3SktMqZmo3M9zbB7oKMIF7
216,Recordings Of The Middle East,spotify:album:0s8tM3NW7sgDmP6B3Cn6I6,The Middle East,spotify:artist:6imbHAlhHrFwtsOgqpeBK2,326920,48,Blood,spotify:track:5eeMft4YZx0Xdf9yJPNZJY
217,Take Off Your Colours,spotify:album:4uC7zTuKQvssFjKEmLB8x3,You Me At Six,spotify:artist:1kNQXvepPjaPgUfeDAF2h6,366026,49,Always Attract,spotify:track:3NtDqzqX4xF5ZCf5Bvr7NP
218,Feel Something,spotify:album:6MuWCR3WPjwyKhqsTKLZ3z,Jaymes Young,spotify:artist:6QrQ7OrISRYIfS5mtacaw2,216573,50,Stone,spotify:track:1ezFtClxTMcS2AotqjTZX5
219,Time,spotify:album:0AoPcGhCHaz9K96DoJoKlu,Ella Mai,spotify:artist:7HkdQ0gt53LP4zmHsL0nap,264097,51,She Don't (feat. Ty Dolla $Ign),spotify:track:01JPQ87UHeGysPVwTqMJHK
220,The Other,spotify:album:5UuX5qUN4wL5hMmGom92lu,Lauv,spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,189333,52,The Other,spotify:track:1lntL1cI2UIWlxjL5QiN8g
221,A Piece Of Me,spotify:album:53lKdu5hKVLj8WHXhzwE25,Jacob Whitesides,spotify:artist:05tyvnDgYMhgagYbUx9td4,206191,53,Not My Type At All,spotify:track:2tMDxFhEH5lmYbZwpvcccf
222,Ma Fleur,spotify:album:5cPHT4yMCfETLRYAoBFcOZ,The Cinematic Orchestra,spotify:artist:32ogthv0BdaSMPml02X9YB,371320,54,To Build A Home,spotify:track:54KFQB6N4pn926IUUYZGzK
223,17,spotify:album:5VdyJkLe3yvOs0l4xXbWp0,XXXTENTACION,spotify:artist:15UsOTVnJzReFVN1VCnxy4,119133,55,Jocelyn Flores,spotify:track:7m9OqQk4RVRkw9JJdeAw96
224,Mansion,spotify:album:3Qq4kVfHPrs8xPKIYKmctl,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,221200,56,Can You Hold Me,spotify:track:1isXdpzFMO6EIkgdWjV2D8
225,Perception,spotify:album:1KOmHyNLuOe5YrPhD3Juuf,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,217106,57,10 Feet Down,spotify:track:68biLwi894rMQPeIiSky2t
226,Perception,spotify:album:0H8gMD022h8O3OYt4HYxSr,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,212120,58,Let You Down,spotify:track:6mrKP2jyIQmM0rw6fQryjr
227,Perception,spotify:album:1KOmHyNLuOe5YrPhD3Juuf,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,215600,59,My Life,spotify:track:1kO0nC4VnEjMBeJZI7g2T2
228,Mansion,spotify:album:3Qq4kVfHPrs8xPKIYKmctl,NF,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,270453,60,Paralyzed,spotify:track:5DHQKZCOZhGNTbYBCekWx0
229,Freudian,spotify:album:3xybjP7r2VsWzwvDQipdM0,Daniel Caesar,spotify:artist:20wkVLutqVOYrc0kxFs7rA,278179,61,Get You (feat. Kali Uchis),spotify:track:7zFXmv6vqI4qOt4yGf3jYZ
230,Bare,spotify:album:2kIoMj5Ht14l2PnNRa2abC,WILDES,spotify:artist:0ypTT9UqAU5sZpPo5JZmjR,242060,0,Bare,spotify:track:3uvsVUrAaGQJCTEUR1S3Sx
231,Dynasty,spotify:album:3g7TTE6375PGIBsM9Tlk9I,MIIA,spotify:artist:0h3YCmvRJ2jqt4jFiR6nGL,225515,1,Dynasty,spotify:track:0heE5tAAaDQmnGhVDImPl2
232,Hold My Home,spotify:album:2H09itV5a5yUcGyk9u9HwY,Cold War Kids,spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,200360,2,First,spotify:track:3omXshBamrREltcf24gYDC
233,Your Girl,spotify:album:38y7zXf95O9Afh7ZXIoyq1,Violet Days,spotify:artist:4uNv6RD2YXwoaKgHfJZkkL,232642,3,Your Girl,spotify:track:6TYWE19e35N7Bn5heHwyY6
234,Views,spotify:album:3hARKC8cinq3mZLLAEaBh9,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,173986,4,One Dance,spotify:track:1xznGGDReH1oQq0xzbwXa3
235,Main Girl,spotify:album:03Mt9e0CBDHql28QNn4gbT,Charlotte Cardin,spotify:artist:1G0YV9WooUBjrwDq0Q7EFK,217544,5,Like It Doesn't Hurt (feat. Husser),spotify:track:0yy6a8NCTaaVQwyEPIi8UU
